target_date,generated_at,backfilled,hour,p_pos,p_big_pos,p_big_neg,call,tier,confidence,edge,big_pos_watch,big_neg_watch
2026-08-16,2026-08-15T10:46:03.602049+00:00,True,23,0.554,0.003,0.041,DART < 0,low,46.5,1.29,False,False
2026-08-16,2026-08-15T10:46:03.602049+00:00,True,24,0.596,0.002,0.024,DART < 0,low,46.5,1.29,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,1,0.68,0.001,0.026,DART > 0,high,60.8,6.33,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,2,0.619,0.001,0.013,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,3,0.588,0.002,0.021,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,4,0.549,0.001,0.022,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,5,0.605,0.002,0.032,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,6,0.566,0.002,0.03,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,7,0.573,0.004,0.028,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,8,0.527,0.003,0.071,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,9,0.685,0.007,0.102,DART > 0,high,60.8,6.33,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,10,0.639,0.009,0.175,DART < 0,low,46.2,3.21,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,11,0.659,0.034,0.154,DART > 0,high,60.8,6.33,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,12,0.671,0.252,0.219,DART > 0,high,60.8,6.33,True,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,13,0.7,0.309,0.213,DART > 0,high,60.8,6.33,True,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,14,0.64,0.295,0.353,DART < 0,low,46.2,3.21,True,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,15,0.665,0.31,0.247,DART > 0,high,60.8,6.33,True,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,16,0.56,0.294,0.273,DART < 0,low,46.2,3.21,True,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,17,0.632,0.323,0.274,DART < 0,low,46.2,3.21,True,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,18,0.639,0.329,0.243,DART < 0,low,46.2,3.21,True,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,19,0.657,0.298,0.156,DART > 0,high,60.8,6.33,True,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,20,0.653,0.309,0.138,DART > 0,high,60.8,6.33,True,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,21,0.588,0.232,0.223,DART < 0,low,46.2,3.21,False,True
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,22,0.623,0.268,0.194,DART < 0,low,46.2,3.21,True,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,23,0.44,0.006,0.167,DART < 0,medium,53.7,12.09,False,False
2026-08-17,2026-08-16T10:47:02.821901+00:00,True,24,0.419,0.003,0.114,DART < 0,medium,53.7,12.09,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,1,0.55,0.002,0.049,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,2,0.599,0.002,0.047,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,3,0.575,0.001,0.037,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,4,0.567,0.001,0.026,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,5,0.612,0.002,0.064,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,6,0.561,0.007,0.039,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,7,0.607,0.01,0.099,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,8,0.584,0.01,0.094,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,9,0.497,0.021,0.125,DART < 0,low,48.2,6.0,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,10,0.583,0.033,0.139,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,11,0.523,0.029,0.169,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,12,0.578,0.24,0.16,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,13,0.659,0.368,0.114,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,14,0.71,0.427,0.104,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,15,0.684,0.478,0.102,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,16,0.736,0.495,0.183,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,17,0.694,0.474,0.215,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,18,0.672,0.479,0.205,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,19,0.618,0.516,0.213,DART > 0,low,56.9,0.45,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,20,0.691,0.595,0.196,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,21,0.687,0.495,0.195,DART > 0,medium,59.8,5.02,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,22,0.642,0.445,0.2,DART > 0,low,56.9,0.45,True,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,23,0.625,0.097,0.151,DART > 0,low,56.9,0.45,False,False
2026-08-18,2026-08-17T10:55:46.837119+00:00,True,24,0.651,0.009,0.118,DART > 0,medium,59.8,5.02,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,1,0.678,0.003,0.039,DART > 0,high,62.3,7.22,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,2,0.649,0.002,0.034,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,3,0.628,0.002,0.016,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,4,0.362,0.001,0.015,DART < 0,low,46.8,1.42,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,5,0.419,0.001,0.031,DART < 0,low,46.8,1.42,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,6,0.508,0.002,0.024,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,7,0.451,0.007,0.079,DART < 0,low,46.8,1.42,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,8,0.605,0.007,0.087,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,9,0.639,0.009,0.15,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,10,0.617,0.013,0.153,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,11,0.629,0.032,0.186,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,12,0.629,0.204,0.149,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,13,0.644,0.331,0.13,DART < 0,low,44.3,2.46,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,14,0.742,0.421,0.105,DART > 0,high,62.3,7.22,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,15,0.777,0.333,0.057,DART > 0,high,62.3,7.22,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,16,0.811,0.416,0.09,DART > 0,low,71.6,8.21,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,17,0.839,0.506,0.1,DART > 0,low,71.6,8.21,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,18,0.856,0.475,0.111,DART > 0,low,71.6,8.21,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,19,0.846,0.489,0.127,DART > 0,low,71.6,8.21,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,20,0.848,0.526,0.096,DART > 0,low,71.6,8.21,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,21,0.762,0.293,0.115,DART > 0,high,62.3,7.22,True,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,22,0.68,0.116,0.091,DART > 0,high,62.3,7.22,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,23,0.626,0.021,0.059,DART < 0,low,44.3,2.46,False,False
2026-08-19,2026-08-18T10:54:04.194715+00:00,True,24,0.651,0.004,0.009,DART > 0,high,62.3,7.22,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,1,0.75,0.002,0.011,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,2,0.713,0.001,0.007,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,3,0.383,0.0,0.01,DART < 0,low,45.9,0.61,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,4,0.499,0.0,0.009,DART < 0,low,45.9,0.61,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,5,0.6,0.0,0.019,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,6,0.696,0.001,0.027,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,7,0.699,0.007,0.054,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,8,0.631,0.003,0.054,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,9,0.578,0.003,0.069,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,10,0.632,0.008,0.056,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,11,0.644,0.014,0.089,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,12,0.635,0.239,0.056,DART < 0,low,41.2,1.54,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,13,0.691,0.241,0.078,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,14,0.73,0.125,0.089,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,15,0.62,0.327,0.076,DART < 0,low,41.2,1.54,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,16,0.681,0.338,0.11,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,17,0.67,0.262,0.117,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,18,0.728,0.314,0.125,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,19,0.766,0.447,0.132,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,20,0.735,0.364,0.133,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,21,0.708,0.273,0.092,DART > 0,high,61.9,7.32,True,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,22,0.695,0.022,0.157,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,23,0.683,0.006,0.047,DART > 0,high,61.9,7.32,False,False
2026-08-20,2026-08-19T10:53:53.394544+00:00,True,24,0.682,0.001,0.047,DART > 0,high,61.9,7.32,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,1,0.638,0.001,0.027,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,2,0.617,0.0,0.025,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,3,0.465,0.0,0.016,DART < 0,medium,50.8,6.8,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,4,0.623,0.0,0.023,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,5,0.468,0.0,0.03,DART < 0,medium,50.8,6.8,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,6,0.421,0.001,0.025,DART < 0,medium,50.8,6.8,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,7,0.541,0.001,0.039,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,8,0.596,0.001,0.044,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,9,0.587,0.002,0.045,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,10,0.574,0.003,0.068,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,11,0.619,0.003,0.074,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,12,0.606,0.01,0.075,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,13,0.597,0.009,0.102,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,14,0.587,0.015,0.077,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,15,0.632,0.027,0.086,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,16,0.679,0.259,0.135,DART > 0,high,63.6,7.07,True,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,17,0.651,0.234,0.153,DART > 0,high,63.6,7.07,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,18,0.665,0.25,0.181,DART > 0,high,63.6,7.07,True,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,19,0.602,0.229,0.206,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,20,0.692,0.247,0.145,DART > 0,high,63.6,7.07,True,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,21,0.679,0.073,0.122,DART > 0,high,63.6,7.07,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,22,0.607,0.005,0.124,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,23,0.585,0.003,0.058,DART > 0,low,58.9,1.94,False,False
2026-08-21,2026-08-20T10:55:38.556000+00:00,True,24,0.572,0.001,0.029,DART > 0,low,58.9,1.94,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,1,0.573,0.001,0.007,DART > 0,low,59.1,4.65,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,2,0.453,0.0,0.011,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,3,0.432,0.0,0.012,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,4,0.401,0.0,0.009,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,5,0.434,0.0,0.01,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,6,0.44,0.0,0.012,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,7,0.394,0.001,0.012,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,8,0.493,0.0,0.042,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,9,0.463,0.001,0.047,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,10,0.472,0.004,0.071,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,11,0.464,0.004,0.087,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,12,0.462,0.005,0.11,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,13,0.44,0.01,0.089,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,14,0.471,0.016,0.12,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,15,0.47,0.025,0.1,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,16,0.501,0.1,0.141,DART > 0,low,59.1,4.65,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,17,0.49,0.153,0.171,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,18,0.487,0.257,0.19,DART < 0,low,43.4,2.31,True,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,19,0.553,0.148,0.134,DART > 0,low,59.1,4.65,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,20,0.689,0.102,0.13,DART > 0,low,63.7,4.3,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,21,0.592,0.004,0.167,DART > 0,low,59.1,4.65,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,22,0.499,0.004,0.103,DART < 0,low,43.4,2.31,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,23,0.523,0.001,0.042,DART > 0,low,59.1,4.65,False,False
2026-08-22,2026-08-21T10:55:47.684953+00:00,True,24,0.591,0.0,0.029,DART > 0,low,59.1,4.65,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,1,0.644,0.0,0.015,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,2,0.686,0.001,0.013,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,3,0.546,0.0,0.011,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,4,0.616,0.0,0.012,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,5,0.648,0.0,0.015,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,6,0.489,0.001,0.015,DART < 0,low,48.0,0.03,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,7,0.497,0.001,0.02,DART < 0,low,48.0,0.03,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,8,0.63,0.001,0.033,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,9,0.729,0.001,0.037,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,10,0.932,0.001,0.045,DART > 0,low,68.0,2.6,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,11,0.66,0.003,0.071,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,12,0.669,0.004,0.061,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,13,0.588,0.011,0.084,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,14,0.661,0.019,0.128,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,15,0.673,0.013,0.083,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,16,0.619,0.008,0.128,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,17,0.69,0.058,0.156,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,18,0.708,0.058,0.16,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,19,0.729,0.211,0.15,DART > 0,high,64.7,8.25,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,20,0.645,0.093,0.168,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,21,0.603,0.012,0.166,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,22,0.625,0.002,0.054,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,23,0.64,0.001,0.018,DART < 0,low,43.3,1.78,False,False
2026-08-23,2026-08-22T10:47:37.920549+00:00,True,24,0.726,0.001,0.014,DART > 0,high,64.7,8.25,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,1,0.794,0.0,0.008,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,2,0.775,0.0,0.01,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,3,0.736,0.0,0.006,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,4,0.73,0.0,0.006,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,5,0.745,0.0,0.012,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,6,0.8,0.0,0.013,DART > 0,high,73.9,11.38,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,7,0.738,0.003,0.028,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,8,0.725,0.007,0.053,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,9,0.723,0.002,0.049,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,10,0.738,0.002,0.052,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,11,0.758,0.002,0.05,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,12,0.763,0.005,0.07,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,13,0.776,0.007,0.083,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,14,0.743,0.011,0.054,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,15,0.695,0.011,0.068,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,16,0.711,0.009,0.081,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,17,0.667,0.022,0.152,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,18,0.727,0.017,0.116,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,19,0.731,0.026,0.201,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,20,0.716,0.025,0.113,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,21,0.683,0.005,0.105,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,22,0.644,0.003,0.075,DART < 0,low,41.9,0.28,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,23,0.705,0.002,0.042,DART > 0,high,63.6,5.86,False,False
2026-08-24,2026-08-25T00:19:21.236231+00:00,True,24,0.741,0.001,0.023,DART > 0,high,63.6,5.86,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,1,0.674,0.0,0.008,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,2,0.666,0.0,0.007,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,3,0.663,0.0,0.013,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,4,0.675,0.001,0.006,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,5,0.625,0.0,0.01,DART > 0,low,59.3,3.52,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,6,0.64,0.0,0.024,DART > 0,low,59.3,3.52,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,7,0.789,0.005,0.02,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,8,0.722,0.002,0.041,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,9,0.722,0.003,0.046,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,10,0.71,0.002,0.019,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,11,0.734,0.002,0.019,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,12,0.791,0.002,0.017,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,13,0.723,0.001,0.03,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,14,0.786,0.003,0.026,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,15,0.763,0.004,0.044,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,16,0.692,0.082,0.099,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,17,0.832,0.251,0.077,DART > 0,low,71.2,7.6,True,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,18,0.822,0.296,0.081,DART > 0,low,71.2,7.6,True,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,19,0.79,0.554,0.127,DART > 0,medium,63.9,4.91,True,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,20,0.826,0.461,0.114,DART > 0,low,71.2,7.6,True,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,21,0.74,0.172,0.114,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,22,0.623,0.002,0.045,DART > 0,low,59.3,3.52,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,23,0.669,0.002,0.042,DART > 0,medium,63.9,4.91,False,False
2026-08-25,2026-08-25T02:11:57.035391+00:00,True,24,0.744,0.001,0.022,DART > 0,medium,63.9,4.91,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,1,0.721,0.0,0.004,DART > 0,high,65.7,5.18,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,2,0.817,0.0,0.007,DART > 0,high,71.4,11.59,False,False
