interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,last_modified_local,last_modified_utc,zone,generation_forecast
2025-07-30 15:00:00-05:00,2025-07-30 20:00:00+00:00,2025-07-30 16:00:00-05:00,2025-07-30 21:00:00+00:00,2025-07-30 14:33:14-05:00,2025-07-30 19:33:14+00:00,2025-07-30 14:57:00-05:00,2025-07-30 19:57:00+00:00,West,83.8
2025-07-30 16:00:00-05:00,2025-07-30 21:00:00+00:00,2025-07-30 17:00:00-05:00,2025-07-30 22:00:00+00:00,2025-07-30 15:33:09-05:00,2025-07-30 20:33:09+00:00,2025-07-30 15:57:00-05:00,2025-07-30 20:57:00+00:00,West,77.5
2025-07-30 17:00:00-05:00,2025-07-30 22:00:00+00:00,2025-07-30 18:00:00-05:00,2025-07-30 23:00:00+00:00,2025-07-30 16:33:09-05:00,2025-07-30 21:33:09+00:00,2025-07-30 16:57:00-05:00,2025-07-30 21:57:00+00:00,West,147.7
2025-07-30 18:00:00-05:00,2025-07-30 23:00:00+00:00,2025-07-30 19:00:00-05:00,2025-07-31 00:00:00+00:00,2025-07-30 17:33:09-05:00,2025-07-30 22:33:09+00:00,2025-07-30 17:57:00-05:00,2025-07-30 22:57:00+00:00,West,353.8
2025-07-30 19:00:00-05:00,2025-07-31 00:00:00+00:00,2025-07-30 20:00:00-05:00,2025-07-31 01:00:00+00:00,2025-07-30 18:33:13-05:00,2025-07-30 23:33:13+00:00,2025-07-30 18:57:00-05:00,2025-07-30 23:57:00+00:00,West,795.2
2025-07-30 20:00:00-05:00,2025-07-31 01:00:00+00:00,2025-07-30 21:00:00-05:00,2025-07-31 02:00:00+00:00,2025-07-30 19:33:14-05:00,2025-07-31 00:33:14+00:00,2025-07-30 19:57:00-05:00,2025-07-31 00:57:00+00:00,West,979.9
2025-07-30 21:00:00-05:00,2025-07-31 02:00:00+00:00,2025-07-30 22:00:00-05:00,2025-07-31 03:00:00+00:00,2025-07-30 20:33:09-05:00,2025-07-31 01:33:09+00:00,2025-07-30 20:57:00-05:00,2025-07-31 01:57:00+00:00,West,885.1
2025-07-30 22:00:00-05:00,2025-07-31 03:00:00+00:00,2025-07-30 23:00:00-05:00,2025-07-31 04:00:00+00:00,2025-07-30 21:33:09-05:00,2025-07-31 02:33:09+00:00,2025-07-30 21:56:00-05:00,2025-07-31 02:56:00+00:00,West,995.6
2025-07-30 23:00:00-05:00,2025-07-31 04:00:00+00:00,2025-07-31 00:00:00-05:00,2025-07-31 05:00:00+00:00,2025-07-30 22:33:13-05:00,2025-07-31 03:33:13+00:00,2025-07-30 22:56:00-05:00,2025-07-31 03:56:00+00:00,West,779.7
2025-07-31 00:00:00-05:00,2025-07-31 05:00:00+00:00,2025-07-31 01:00:00-05:00,2025-07-31 06:00:00+00:00,2025-07-30 23:33:13-05:00,2025-07-31 04:33:13+00:00,2025-07-30 23:57:00-05:00,2025-07-31 04:57:00+00:00,West,693.2
2025-07-31 01:00:00-05:00,2025-07-31 06:00:00+00:00,2025-07-31 02:00:00-05:00,2025-07-31 07:00:00+00:00,2025-07-31 00:33:08-05:00,2025-07-31 05:33:08+00:00,2025-07-31 00:56:00-05:00,2025-07-31 05:56:00+00:00,West,655.2
2025-07-31 02:00:00-05:00,2025-07-31 07:00:00+00:00,2025-07-31 03:00:00-05:00,2025-07-31 08:00:00+00:00,2025-07-31 01:33:13-05:00,2025-07-31 06:33:13+00:00,2025-07-31 01:57:00-05:00,2025-07-31 06:57:00+00:00,West,629.0
2025-07-31 03:00:00-05:00,2025-07-31 08:00:00+00:00,2025-07-31 04:00:00-05:00,2025-07-31 09:00:00+00:00,2025-07-31 02:33:09-05:00,2025-07-31 07:33:09+00:00,2025-07-31 02:57:00-05:00,2025-07-31 07:57:00+00:00,West,552.5
2025-07-31 04:00:00-05:00,2025-07-31 09:00:00+00:00,2025-07-31 05:00:00-05:00,2025-07-31 10:00:00+00:00,2025-07-31 03:33:13-05:00,2025-07-31 08:33:13+00:00,2025-07-31 03:57:00-05:00,2025-07-31 08:57:00+00:00,West,411.9
2025-07-31 05:00:00-05:00,2025-07-31 10:00:00+00:00,2025-07-31 06:00:00-05:00,2025-07-31 11:00:00+00:00,2025-07-31 04:33:09-05:00,2025-07-31 09:33:09+00:00,2025-07-31 04:57:00-05:00,2025-07-31 09:57:00+00:00,West,399.9
2025-07-31 06:00:00-05:00,2025-07-31 11:00:00+00:00,2025-07-31 07:00:00-05:00,2025-07-31 12:00:00+00:00,2025-07-31 05:33:13-05:00,2025-07-31 10:33:13+00:00,2025-07-31 05:56:00-05:00,2025-07-31 10:56:00+00:00,West,337.1
2025-07-31 07:00:00-05:00,2025-07-31 12:00:00+00:00,2025-07-31 08:00:00-05:00,2025-07-31 13:00:00+00:00,2025-07-31 06:33:08-05:00,2025-07-31 11:33:08+00:00,2025-07-31 06:56:00-05:00,2025-07-31 11:56:00+00:00,West,431.7
2025-07-31 08:00:00-05:00,2025-07-31 13:00:00+00:00,2025-07-31 09:00:00-05:00,2025-07-31 14:00:00+00:00,2025-07-31 07:33:09-05:00,2025-07-31 12:33:09+00:00,2025-07-31 07:56:00-05:00,2025-07-31 12:56:00+00:00,West,309.7
2025-07-31 09:00:00-05:00,2025-07-31 14:00:00+00:00,2025-07-31 10:00:00-05:00,2025-07-31 15:00:00+00:00,2025-07-31 08:33:08-05:00,2025-07-31 13:33:08+00:00,2025-07-31 08:56:00-05:00,2025-07-31 13:56:00+00:00,West,532.4
2025-07-31 10:00:00-05:00,2025-07-31 15:00:00+00:00,2025-07-31 11:00:00-05:00,2025-07-31 16:00:00+00:00,2025-07-31 09:33:09-05:00,2025-07-31 14:33:09+00:00,2025-07-31 09:56:00-05:00,2025-07-31 14:56:00+00:00,West,559.8
2025-07-31 11:00:00-05:00,2025-07-31 16:00:00+00:00,2025-07-31 12:00:00-05:00,2025-07-31 17:00:00+00:00,2025-07-31 10:33:13-05:00,2025-07-31 15:33:13+00:00,2025-07-31 10:56:00-05:00,2025-07-31 15:56:00+00:00,West,509.4
2025-07-31 12:00:00-05:00,2025-07-31 17:00:00+00:00,2025-07-31 13:00:00-05:00,2025-07-31 18:00:00+00:00,2025-07-31 11:33:13-05:00,2025-07-31 16:33:13+00:00,2025-07-31 11:56:00-05:00,2025-07-31 16:56:00+00:00,West,465.7
2025-07-31 13:00:00-05:00,2025-07-31 18:00:00+00:00,2025-07-31 14:00:00-05:00,2025-07-31 19:00:00+00:00,2025-07-31 12:33:10-05:00,2025-07-31 17:33:10+00:00,2025-07-31 12:57:00-05:00,2025-07-31 17:57:00+00:00,West,500.8
2025-07-31 14:00:00-05:00,2025-07-31 19:00:00+00:00,2025-07-31 15:00:00-05:00,2025-07-31 20:00:00+00:00,2025-07-31 13:33:14-05:00,2025-07-31 18:33:14+00:00,2025-07-31 13:57:00-05:00,2025-07-31 18:57:00+00:00,West,755.3
2025-07-31 15:00:00-05:00,2025-07-31 20:00:00+00:00,2025-07-31 16:00:00-05:00,2025-07-31 21:00:00+00:00,2025-07-31 14:33:09-05:00,2025-07-31 19:33:09+00:00,2025-07-31 14:57:00-05:00,2025-07-31 19:57:00+00:00,West,774.6
2025-07-31 16:00:00-05:00,2025-07-31 21:00:00+00:00,2025-07-31 17:00:00-05:00,2025-07-31 22:00:00+00:00,2025-07-31 15:33:09-05:00,2025-07-31 20:33:09+00:00,2025-07-31 15:56:00-05:00,2025-07-31 20:56:00+00:00,West,764.2
2025-07-31 17:00:00-05:00,2025-07-31 22:00:00+00:00,2025-07-31 18:00:00-05:00,2025-07-31 23:00:00+00:00,2025-07-31 16:33:29-05:00,2025-07-31 21:33:29+00:00,2025-07-31 16:56:00-05:00,2025-07-31 21:56:00+00:00,West,487.3
2025-07-31 18:00:00-05:00,2025-07-31 23:00:00+00:00,2025-07-31 19:00:00-05:00,2025-08-01 00:00:00+00:00,2025-07-31 17:33:10-05:00,2025-07-31 22:33:10+00:00,2025-07-31 17:56:00-05:00,2025-07-31 22:56:00+00:00,West,306.8
2025-07-31 19:00:00-05:00,2025-08-01 00:00:00+00:00,2025-07-31 20:00:00-05:00,2025-08-01 01:00:00+00:00,2025-07-31 18:33:10-05:00,2025-07-31 23:33:10+00:00,2025-07-31 18:56:00-05:00,2025-07-31 23:56:00+00:00,West,283.0
2025-07-31 20:00:00-05:00,2025-08-01 01:00:00+00:00,2025-07-31 21:00:00-05:00,2025-08-01 02:00:00+00:00,2025-07-31 19:33:11-05:00,2025-08-01 00:33:11+00:00,2025-07-31 19:56:00-05:00,2025-08-01 00:56:00+00:00,West,265.6
2025-07-31 21:00:00-05:00,2025-08-01 02:00:00+00:00,2025-07-31 22:00:00-05:00,2025-08-01 03:00:00+00:00,2025-07-31 20:33:13-05:00,2025-08-01 01:33:13+00:00,2025-07-31 20:56:00-05:00,2025-08-01 01:56:00+00:00,West,385.3
2025-07-31 22:00:00-05:00,2025-08-01 03:00:00+00:00,2025-07-31 23:00:00-05:00,2025-08-01 04:00:00+00:00,2025-07-31 21:33:13-05:00,2025-08-01 02:33:13+00:00,2025-07-31 21:56:00-05:00,2025-08-01 02:56:00+00:00,West,218.9
2025-07-31 23:00:00-05:00,2025-08-01 04:00:00+00:00,2025-08-01 00:00:00-05:00,2025-08-01 05:00:00+00:00,2025-07-31 22:33:13-05:00,2025-08-01 03:33:13+00:00,2025-07-31 22:56:00-05:00,2025-08-01 03:56:00+00:00,West,211.5
2025-08-01 00:00:00-05:00,2025-08-01 05:00:00+00:00,2025-08-01 01:00:00-05:00,2025-08-01 06:00:00+00:00,2025-07-31 23:33:08-05:00,2025-08-01 04:33:08+00:00,2025-07-31 23:56:00-05:00,2025-08-01 04:56:00+00:00,West,295.1
2025-08-01 01:00:00-05:00,2025-08-01 06:00:00+00:00,2025-08-01 02:00:00-05:00,2025-08-01 07:00:00+00:00,2025-08-01 00:33:09-05:00,2025-08-01 05:33:09+00:00,2025-08-01 00:56:00-05:00,2025-08-01 05:56:00+00:00,West,372.1
2025-08-01 02:00:00-05:00,2025-08-01 07:00:00+00:00,2025-08-01 03:00:00-05:00,2025-08-01 08:00:00+00:00,2025-08-01 01:33:13-05:00,2025-08-01 06:33:13+00:00,2025-08-01 01:56:00-05:00,2025-08-01 06:56:00+00:00,West,300.1
2025-08-01 03:00:00-05:00,2025-08-01 08:00:00+00:00,2025-08-01 04:00:00-05:00,2025-08-01 09:00:00+00:00,2025-08-01 02:33:09-05:00,2025-08-01 07:33:09+00:00,2025-08-01 02:56:00-05:00,2025-08-01 07:56:00+00:00,West,353.1
2025-08-01 04:00:00-05:00,2025-08-01 09:00:00+00:00,2025-08-01 05:00:00-05:00,2025-08-01 10:00:00+00:00,2025-08-01 03:33:08-05:00,2025-08-01 08:33:08+00:00,2025-08-01 03:56:00-05:00,2025-08-01 08:56:00+00:00,West,289.8
2025-08-01 05:00:00-05:00,2025-08-01 10:00:00+00:00,2025-08-01 06:00:00-05:00,2025-08-01 11:00:00+00:00,2025-08-01 04:33:08-05:00,2025-08-01 09:33:08+00:00,2025-08-01 04:56:00-05:00,2025-08-01 09:56:00+00:00,West,324.2
2025-08-01 06:00:00-05:00,2025-08-01 11:00:00+00:00,2025-08-01 07:00:00-05:00,2025-08-01 12:00:00+00:00,2025-08-01 05:33:14-05:00,2025-08-01 10:33:14+00:00,2025-08-01 05:56:00-05:00,2025-08-01 10:56:00+00:00,West,259.1
2025-08-01 07:00:00-05:00,2025-08-01 12:00:00+00:00,2025-08-01 08:00:00-05:00,2025-08-01 13:00:00+00:00,2025-08-01 05:33:14-05:00,2025-08-01 10:33:14+00:00,2025-08-01 05:56:00-05:00,2025-08-01 10:56:00+00:00,West,220.3
2025-08-01 08:00:00-05:00,2025-08-01 13:00:00+00:00,2025-08-01 09:00:00-05:00,2025-08-01 14:00:00+00:00,2025-08-01 05:33:14-05:00,2025-08-01 10:33:14+00:00,2025-08-01 05:56:00-05:00,2025-08-01 10:56:00+00:00,West,202.9
2025-08-01 09:00:00-05:00,2025-08-01 14:00:00+00:00,2025-08-01 10:00:00-05:00,2025-08-01 15:00:00+00:00,2025-08-01 05:33:14-05:00,2025-08-01 10:33:14+00:00,2025-08-01 05:56:00-05:00,2025-08-01 10:56:00+00:00,West,188.1
2025-08-01 10:00:00-05:00,2025-08-01 15:00:00+00:00,2025-08-01 11:00:00-05:00,2025-08-01 16:00:00+00:00,2025-08-01 05:33:14-05:00,2025-08-01 10:33:14+00:00,2025-08-01 05:56:00-05:00,2025-08-01 10:56:00+00:00,West,158.1
2025-08-01 11:00:00-05:00,2025-08-01 16:00:00+00:00,2025-08-01 12:00:00-05:00,2025-08-01 17:00:00+00:00,2025-08-01 10:33:12-05:00,2025-08-01 15:33:12+00:00,2025-08-01 10:56:00-05:00,2025-08-01 15:56:00+00:00,West,52.7
2025-08-01 12:00:00-05:00,2025-08-01 17:00:00+00:00,2025-08-01 13:00:00-05:00,2025-08-01 18:00:00+00:00,2025-08-01 11:33:09-05:00,2025-08-01 16:33:09+00:00,2025-08-01 11:56:00-05:00,2025-08-01 16:56:00+00:00,West,87.7
2025-08-01 13:00:00-05:00,2025-08-01 18:00:00+00:00,2025-08-01 14:00:00-05:00,2025-08-01 19:00:00+00:00,2025-08-01 12:33:14-05:00,2025-08-01 17:33:14+00:00,2025-08-01 12:56:00-05:00,2025-08-01 17:56:00+00:00,West,104.1
2025-08-01 14:00:00-05:00,2025-08-01 19:00:00+00:00,2025-08-01 15:00:00-05:00,2025-08-01 20:00:00+00:00,2025-08-01 13:33:08-05:00,2025-08-01 18:33:08+00:00,2025-08-01 13:57:00-05:00,2025-08-01 18:57:00+00:00,West,108.6
2025-08-01 15:00:00-05:00,2025-08-01 20:00:00+00:00,2025-08-01 16:00:00-05:00,2025-08-01 21:00:00+00:00,2025-08-01 14:33:09-05:00,2025-08-01 19:33:09+00:00,2025-08-01 14:56:00-05:00,2025-08-01 19:56:00+00:00,West,134.7
2025-08-01 16:00:00-05:00,2025-08-01 21:00:00+00:00,2025-08-01 17:00:00-05:00,2025-08-01 22:00:00+00:00,2025-08-01 15:33:09-05:00,2025-08-01 20:33:09+00:00,2025-08-01 15:56:00-05:00,2025-08-01 20:56:00+00:00,West,180.3
2025-08-01 17:00:00-05:00,2025-08-01 22:00:00+00:00,2025-08-01 18:00:00-05:00,2025-08-01 23:00:00+00:00,2025-08-01 16:33:09-05:00,2025-08-01 21:33:09+00:00,2025-08-01 16:56:00-05:00,2025-08-01 21:56:00+00:00,West,300.5
2025-08-01 18:00:00-05:00,2025-08-01 23:00:00+00:00,2025-08-01 19:00:00-05:00,2025-08-02 00:00:00+00:00,2025-08-01 17:33:14-05:00,2025-08-01 22:33:14+00:00,2025-08-01 17:56:00-05:00,2025-08-01 22:56:00+00:00,West,412.0
2025-08-01 19:00:00-05:00,2025-08-02 00:00:00+00:00,2025-08-01 20:00:00-05:00,2025-08-02 01:00:00+00:00,2025-08-01 18:33:09-05:00,2025-08-01 23:33:09+00:00,2025-08-01 18:56:00-05:00,2025-08-01 23:56:00+00:00,West,515.3
2025-08-01 20:00:00-05:00,2025-08-02 01:00:00+00:00,2025-08-01 21:00:00-05:00,2025-08-02 02:00:00+00:00,2025-08-01 19:33:09-05:00,2025-08-02 00:33:09+00:00,2025-08-01 19:56:00-05:00,2025-08-02 00:56:00+00:00,West,448.0
2025-08-01 21:00:00-05:00,2025-08-02 02:00:00+00:00,2025-08-01 22:00:00-05:00,2025-08-02 03:00:00+00:00,2025-08-01 20:33:09-05:00,2025-08-02 01:33:09+00:00,2025-08-01 20:56:00-05:00,2025-08-02 01:56:00+00:00,West,415.3
2025-08-01 22:00:00-05:00,2025-08-02 03:00:00+00:00,2025-08-01 23:00:00-05:00,2025-08-02 04:00:00+00:00,2025-08-01 21:33:13-05:00,2025-08-02 02:33:13+00:00,2025-08-01 21:56:00-05:00,2025-08-02 02:56:00+00:00,West,438.3
2025-08-01 23:00:00-05:00,2025-08-02 04:00:00+00:00,2025-08-02 00:00:00-05:00,2025-08-02 05:00:00+00:00,2025-08-01 22:33:14-05:00,2025-08-02 03:33:14+00:00,2025-08-01 22:56:00-05:00,2025-08-02 03:56:00+00:00,West,423.7
2025-08-02 00:00:00-05:00,2025-08-02 05:00:00+00:00,2025-08-02 01:00:00-05:00,2025-08-02 06:00:00+00:00,2025-08-01 23:33:13-05:00,2025-08-02 04:33:13+00:00,2025-08-01 23:56:00-05:00,2025-08-02 04:56:00+00:00,West,444.0
2025-08-02 01:00:00-05:00,2025-08-02 06:00:00+00:00,2025-08-02 02:00:00-05:00,2025-08-02 07:00:00+00:00,2025-08-02 00:33:08-05:00,2025-08-02 05:33:08+00:00,2025-08-02 00:56:00-05:00,2025-08-02 05:56:00+00:00,West,456.0
2025-08-02 02:00:00-05:00,2025-08-02 07:00:00+00:00,2025-08-02 03:00:00-05:00,2025-08-02 08:00:00+00:00,2025-08-02 01:33:13-05:00,2025-08-02 06:33:13+00:00,2025-08-02 01:56:00-05:00,2025-08-02 06:56:00+00:00,West,376.9
2025-08-02 03:00:00-05:00,2025-08-02 08:00:00+00:00,2025-08-02 04:00:00-05:00,2025-08-02 09:00:00+00:00,2025-08-02 02:33:13-05:00,2025-08-02 07:33:13+00:00,2025-08-02 02:56:00-05:00,2025-08-02 07:56:00+00:00,West,378.0
2025-08-02 04:00:00-05:00,2025-08-02 09:00:00+00:00,2025-08-02 05:00:00-05:00,2025-08-02 10:00:00+00:00,2025-08-02 03:33:13-05:00,2025-08-02 08:33:13+00:00,2025-08-02 03:56:00-05:00,2025-08-02 08:56:00+00:00,West,267.5
2025-08-02 05:00:00-05:00,2025-08-02 10:00:00+00:00,2025-08-02 06:00:00-05:00,2025-08-02 11:00:00+00:00,2025-08-02 04:33:08-05:00,2025-08-02 09:33:08+00:00,2025-08-02 04:56:00-05:00,2025-08-02 09:56:00+00:00,West,187.6
2025-08-02 06:00:00-05:00,2025-08-02 11:00:00+00:00,2025-08-02 07:00:00-05:00,2025-08-02 12:00:00+00:00,2025-08-02 05:33:08-05:00,2025-08-02 10:33:08+00:00,2025-08-02 05:56:00-05:00,2025-08-02 10:56:00+00:00,West,146.6
2025-08-02 07:00:00-05:00,2025-08-02 12:00:00+00:00,2025-08-02 08:00:00-05:00,2025-08-02 13:00:00+00:00,2025-08-02 06:33:08-05:00,2025-08-02 11:33:08+00:00,2025-08-02 06:56:00-05:00,2025-08-02 11:56:00+00:00,West,101.8
2025-08-02 08:00:00-05:00,2025-08-02 13:00:00+00:00,2025-08-02 09:00:00-05:00,2025-08-02 14:00:00+00:00,2025-08-02 07:33:09-05:00,2025-08-02 12:33:09+00:00,2025-08-02 07:56:00-05:00,2025-08-02 12:56:00+00:00,West,74.4
2025-08-02 09:00:00-05:00,2025-08-02 14:00:00+00:00,2025-08-02 10:00:00-05:00,2025-08-02 15:00:00+00:00,2025-08-02 08:33:15-05:00,2025-08-02 13:33:15+00:00,2025-08-02 08:56:00-05:00,2025-08-02 13:56:00+00:00,West,27.1
2025-08-02 10:00:00-05:00,2025-08-02 15:00:00+00:00,2025-08-02 11:00:00-05:00,2025-08-02 16:00:00+00:00,2025-08-02 09:33:14-05:00,2025-08-02 14:33:14+00:00,2025-08-02 09:56:00-05:00,2025-08-02 14:56:00+00:00,West,13.7
2025-08-02 11:00:00-05:00,2025-08-02 16:00:00+00:00,2025-08-02 12:00:00-05:00,2025-08-02 17:00:00+00:00,2025-08-02 10:33:14-05:00,2025-08-02 15:33:14+00:00,2025-08-02 10:56:00-05:00,2025-08-02 15:56:00+00:00,West,29.1
2025-08-02 12:00:00-05:00,2025-08-02 17:00:00+00:00,2025-08-02 13:00:00-05:00,2025-08-02 18:00:00+00:00,2025-08-02 11:33:14-05:00,2025-08-02 16:33:14+00:00,2025-08-02 11:56:00-05:00,2025-08-02 16:56:00+00:00,West,20.6
2025-08-02 13:00:00-05:00,2025-08-02 18:00:00+00:00,2025-08-02 14:00:00-05:00,2025-08-02 19:00:00+00:00,2025-08-02 12:33:15-05:00,2025-08-02 17:33:15+00:00,2025-08-02 12:56:00-05:00,2025-08-02 17:56:00+00:00,West,29.7
2025-08-02 14:00:00-05:00,2025-08-02 19:00:00+00:00,2025-08-02 15:00:00-05:00,2025-08-02 20:00:00+00:00,2025-08-02 13:33:14-05:00,2025-08-02 18:33:14+00:00,2025-08-02 13:56:00-05:00,2025-08-02 18:56:00+00:00,West,36.4
2025-08-02 15:00:00-05:00,2025-08-02 20:00:00+00:00,2025-08-02 16:00:00-05:00,2025-08-02 21:00:00+00:00,2025-08-02 14:33:14-05:00,2025-08-02 19:33:14+00:00,2025-08-02 14:56:00-05:00,2025-08-02 19:56:00+00:00,West,25.4
2025-08-02 16:00:00-05:00,2025-08-02 21:00:00+00:00,2025-08-02 17:00:00-05:00,2025-08-02 22:00:00+00:00,2025-08-02 15:33:14-05:00,2025-08-02 20:33:14+00:00,2025-08-02 15:56:00-05:00,2025-08-02 20:56:00+00:00,West,18.1
2025-08-02 17:00:00-05:00,2025-08-02 22:00:00+00:00,2025-08-02 18:00:00-05:00,2025-08-02 23:00:00+00:00,2025-08-02 16:33:14-05:00,2025-08-02 21:33:14+00:00,2025-08-02 16:56:00-05:00,2025-08-02 21:56:00+00:00,West,20.9
2025-08-02 18:00:00-05:00,2025-08-02 23:00:00+00:00,2025-08-02 19:00:00-05:00,2025-08-03 00:00:00+00:00,2025-08-02 17:33:09-05:00,2025-08-02 22:33:09+00:00,2025-08-02 17:56:00-05:00,2025-08-02 22:56:00+00:00,West,14.6
2025-08-02 19:00:00-05:00,2025-08-03 00:00:00+00:00,2025-08-02 20:00:00-05:00,2025-08-03 01:00:00+00:00,2025-08-02 18:33:09-05:00,2025-08-02 23:33:09+00:00,2025-08-02 18:56:00-05:00,2025-08-02 23:56:00+00:00,West,12.4
2025-08-02 20:00:00-05:00,2025-08-03 01:00:00+00:00,2025-08-02 21:00:00-05:00,2025-08-03 02:00:00+00:00,2025-08-02 19:33:14-05:00,2025-08-03 00:33:14+00:00,2025-08-02 19:56:00-05:00,2025-08-03 00:56:00+00:00,West,10.0
2025-08-02 21:00:00-05:00,2025-08-03 02:00:00+00:00,2025-08-02 22:00:00-05:00,2025-08-03 03:00:00+00:00,2025-08-02 20:33:09-05:00,2025-08-03 01:33:09+00:00,2025-08-02 20:56:00-05:00,2025-08-03 01:56:00+00:00,West,10.1
2025-08-02 22:00:00-05:00,2025-08-03 03:00:00+00:00,2025-08-02 23:00:00-05:00,2025-08-03 04:00:00+00:00,2025-08-02 21:33:09-05:00,2025-08-03 02:33:09+00:00,2025-08-02 21:56:00-05:00,2025-08-03 02:56:00+00:00,West,7.3
2025-08-02 23:00:00-05:00,2025-08-03 04:00:00+00:00,2025-08-03 00:00:00-05:00,2025-08-03 05:00:00+00:00,2025-08-02 22:33:08-05:00,2025-08-03 03:33:08+00:00,2025-08-02 22:56:00-05:00,2025-08-03 03:56:00+00:00,West,7.2
2025-08-03 00:00:00-05:00,2025-08-03 05:00:00+00:00,2025-08-03 01:00:00-05:00,2025-08-03 06:00:00+00:00,2025-08-02 23:33:09-05:00,2025-08-03 04:33:09+00:00,2025-08-02 23:56:00-05:00,2025-08-03 04:56:00+00:00,West,8.0
2025-08-03 01:00:00-05:00,2025-08-03 06:00:00+00:00,2025-08-03 02:00:00-05:00,2025-08-03 07:00:00+00:00,2025-08-03 00:33:14-05:00,2025-08-03 05:33:14+00:00,2025-08-03 00:56:00-05:00,2025-08-03 05:56:00+00:00,West,9.8
2025-08-03 02:00:00-05:00,2025-08-03 07:00:00+00:00,2025-08-03 03:00:00-05:00,2025-08-03 08:00:00+00:00,2025-08-03 01:33:14-05:00,2025-08-03 06:33:14+00:00,2025-08-03 01:56:00-05:00,2025-08-03 06:56:00+00:00,West,9.9
2025-08-03 03:00:00-05:00,2025-08-03 08:00:00+00:00,2025-08-03 04:00:00-05:00,2025-08-03 09:00:00+00:00,2025-08-03 02:33:30-05:00,2025-08-03 07:33:30+00:00,2025-08-03 02:56:00-05:00,2025-08-03 07:56:00+00:00,West,6.9
2025-08-03 04:00:00-05:00,2025-08-03 09:00:00+00:00,2025-08-03 05:00:00-05:00,2025-08-03 10:00:00+00:00,2025-08-03 03:33:14-05:00,2025-08-03 08:33:14+00:00,2025-08-03 03:56:00-05:00,2025-08-03 08:56:00+00:00,West,7.5
2025-08-03 05:00:00-05:00,2025-08-03 10:00:00+00:00,2025-08-03 06:00:00-05:00,2025-08-03 11:00:00+00:00,2025-08-03 04:33:09-05:00,2025-08-03 09:33:09+00:00,2025-08-03 04:56:00-05:00,2025-08-03 09:56:00+00:00,West,8.6
2025-08-03 06:00:00-05:00,2025-08-03 11:00:00+00:00,2025-08-03 07:00:00-05:00,2025-08-03 12:00:00+00:00,2025-08-03 05:33:09-05:00,2025-08-03 10:33:09+00:00,2025-08-03 05:56:00-05:00,2025-08-03 10:56:00+00:00,West,11.2
2025-08-03 07:00:00-05:00,2025-08-03 12:00:00+00:00,2025-08-03 08:00:00-05:00,2025-08-03 13:00:00+00:00,2025-08-03 06:33:10-05:00,2025-08-03 11:33:10+00:00,2025-08-03 06:56:00-05:00,2025-08-03 11:56:00+00:00,West,22.1
2025-08-03 08:00:00-05:00,2025-08-03 13:00:00+00:00,2025-08-03 09:00:00-05:00,2025-08-03 14:00:00+00:00,2025-08-03 07:33:13-05:00,2025-08-03 12:33:13+00:00,2025-08-03 07:56:00-05:00,2025-08-03 12:56:00+00:00,West,18.0
2025-08-03 09:00:00-05:00,2025-08-03 14:00:00+00:00,2025-08-03 10:00:00-05:00,2025-08-03 15:00:00+00:00,2025-08-03 08:33:08-05:00,2025-08-03 13:33:08+00:00,2025-08-03 08:56:00-05:00,2025-08-03 13:56:00+00:00,West,8.1
2025-08-03 10:00:00-05:00,2025-08-03 15:00:00+00:00,2025-08-03 11:00:00-05:00,2025-08-03 16:00:00+00:00,2025-08-03 09:33:14-05:00,2025-08-03 14:33:14+00:00,2025-08-03 09:56:00-05:00,2025-08-03 14:56:00+00:00,West,6.6
2025-08-03 11:00:00-05:00,2025-08-03 16:00:00+00:00,2025-08-03 12:00:00-05:00,2025-08-03 17:00:00+00:00,2025-08-03 10:33:16-05:00,2025-08-03 15:33:16+00:00,2025-08-03 10:56:00-05:00,2025-08-03 15:56:00+00:00,West,7.1
2025-08-03 12:00:00-05:00,2025-08-03 17:00:00+00:00,2025-08-03 13:00:00-05:00,2025-08-03 18:00:00+00:00,2025-08-03 11:33:13-05:00,2025-08-03 16:33:13+00:00,2025-08-03 11:56:00-05:00,2025-08-03 16:56:00+00:00,West,10.7
2025-08-03 13:00:00-05:00,2025-08-03 18:00:00+00:00,2025-08-03 14:00:00-05:00,2025-08-03 19:00:00+00:00,2025-08-03 12:33:14-05:00,2025-08-03 17:33:14+00:00,2025-08-03 12:56:00-05:00,2025-08-03 17:56:00+00:00,West,15.3
2025-08-03 14:00:00-05:00,2025-08-03 19:00:00+00:00,2025-08-03 15:00:00-05:00,2025-08-03 20:00:00+00:00,2025-08-03 13:33:14-05:00,2025-08-03 18:33:14+00:00,2025-08-03 13:56:00-05:00,2025-08-03 18:56:00+00:00,West,8.7
2025-08-03 15:00:00-05:00,2025-08-03 20:00:00+00:00,2025-08-03 16:00:00-05:00,2025-08-03 21:00:00+00:00,2025-08-03 14:33:14-05:00,2025-08-03 19:33:14+00:00,2025-08-03 14:56:00-05:00,2025-08-03 19:56:00+00:00,West,11.6
2025-08-03 16:00:00-05:00,2025-08-03 21:00:00+00:00,2025-08-03 17:00:00-05:00,2025-08-03 22:00:00+00:00,2025-08-03 15:33:09-05:00,2025-08-03 20:33:09+00:00,2025-08-03 15:56:00-05:00,2025-08-03 20:56:00+00:00,West,16.0
